"trailName","dist.","elevation","routeType","ratingCount","keywords","difficulty","avgRating"
"Ring Mountain via Loop and Phyllis Ellman Trail",2.7,711,"Loop",88,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|rockclimbing|trailrunning|walking|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Spring Lake Loop",2.1,29,"Loop",104,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|lake|views|wildflowers|wildlife|bugs","EASY|EASY|EASY|EASY",4.5
"Unal Trail",3.3,725,"Loop",71,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogfriendly|kidfriendly|hiking|horsebackriding|mountainbiking|views|wildlife","EASY|EASY|EASY|EASY",4.5
"Warren Lake Trail",13.9,3927,"Out & Back",46,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|birding|camping|hiking|naturetrips|walking|forest|lake|views|wildflowers|wildlife|bugs|overgrown","HARD|HARD|HARD|HARD",4.5
"Johnsondale Bridge Trail",8.1,738,"Out & Back",68,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|camping|fishing|hiking|naturetrips|walking|river|views|waterfall|wildflowers|bugs|rocky","EASY|EASY|EASY|EASY",4.5
"Burbank Peak Trail",1.5,711,"Out & Back",111,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|rocky|scramble|noshade|historicsite","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Pilot Rock",2.2,780,"Out & Back",88,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|naturetrips|rockclimbing|walking|forest|views|wildflowers|wildlife|rocky|scramble","HARD|HARD|HARD|HARD",4.5
"Hamms Gulch Trail",6.7,1446,"Out & Back",76,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Muir Farm And Mount Wanda: John Muir Nature Trail",2.9,666,"Loop",105,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|hiking|naturetrips|trailrunning|walking","MODERATE|MODERATE|MODERATE|MODERATE",4
"Desert View Trail",1.9,311,"Loop",68,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Golden Canyon Trail",3,613,"Out & Back",69,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|hiking|trailrunning|nodogs","HARD|HARD|HARD|HARD",4.5
"Inspiration Point Trail",2.3,1043,"Out & Back",46,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|snowshoeing|trailrunning|walking|forest|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Monarch Lakes Trail",8.4,2650,"Out & Back",33,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|backpacking|camping|hiking|naturetrips|walking|forest|lake|views|wildflowers|wildlife|nodogs","HARD|HARD|HARD|HARD",4.5
"Onion Valley Campground to Flower Lake",4.3,1335,"Out & Back",51,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|camping|fishing|hiking|lake|views|waterfall|wildlife|bugs|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Walk Across the Golden Gate Bridge",3.7,193,"Out & Back",72,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|roadbiking|trailrunning|walking|views|nodogs","EASY|EASY|EASY|EASY",4.5
"Venice Canals Trail",2.1,3,"Loop",63,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|wheelchairfriendly|kidfriendly|birding|trailrunning|walking|views|wildflowers|citywalk","EASY|EASY|EASY|EASY",4
"Bay View Marsh Trail",4.1,147,"Loop",106,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|fishing|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|beach|forest|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"Kent Trail to Stocking Trail, Rocky Ridge Fire Road",5.3,856,"Loop",85,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|fishing|hiking|naturetrips|trailrunning|walking|forest|lake|views|waterfall|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Horsetail Falls to Ropi Lake",5.6,1568,"Out & Back",49,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|birding|camping|fishing|hiking|naturetrips|walking|forest|lake|river|views|waterfall|wildflowers|overgrown|rocky","HARD|HARD|HARD|HARD",5
"Saddlebag Lake Trail",4,311,"Loop",42,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|lake|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",5
"Remington Hot Spring Trail",0.4,187,"Out & Back",46,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|fishing|hiking|naturetrips|walking|hotsprings|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4
"Muir Beach to Point Bonita Lighthouse",14.3,3671,"Out & Back",31,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|hiking|naturetrips|trailrunning|walking|beach|forest|lake|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Trabuco Creek Road",10.7,961,"Out & Back",62,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|mountainbiking|naturetrips|offroaddriving|views","MODERATE|MODERATE|MODERATE|MODERATE",3.5
"Kirk Creek Campground to Vicente Flat Trail",10.9,2595,"Out & Back",41,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|backpacking|birding|camping|mountainbiking|naturetrips|trailrunning|walking|views|nodogs","HARD|HARD|HARD|HARD",4.5
"Timber Mountain",8.2,3336,"Out & Back",51,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|backpacking|birding|hiking|naturetrips|walking|forest|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Devil's Punchbowl Loop Trail",1,298,"Loop",80,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|trailrunning|views|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Black Mountain Trail",6.6,2470,"Out & Back",61,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|hiking|forest|views|bugs|rocky|snow","HARD|HARD|HARD|HARD",4
"Big Laguna Mountain Loop Trail",10.3,1167,"Loop",71,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Clyde Lake",14.4,2923,"Out & Back",18,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|backpacking|birding|camping|fishing|hiking|trailrunning|forest|lake|river|views|waterfall|wildflowers|wildlife|bugs|rocky|snow|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",5
"Noble Canyon Trail",19.2,3038,"Out & Back",68,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|birding|hiking|horsebackriding|mountainbiking|naturetrips|walking|forest|river|views|wildflowers|wildlife|bugs|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Pioneer Express Trail",14.1,1663,"Point to Point",54,"MODERATE|MODERATE|MODERATE|MODERATE|PointtoPoint|PointtoPoint|PointtoPoint|dogsonleash|wheelchairfriendly|kidfriendly|birding|hiking|horsebackriding|naturetrips|roadbiking|trailrunning|walking|lake|river|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"San Joaquin Wildlife Sanctuary - Treehill, South Loop, Midway Trails",2.7,55,"Loop",102,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|trailrunning|walking|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4
"Billy Goat Loop Trail",5.2,1466,"Loop",83,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|nodogs","HARD|HARD|HARD|HARD",4.5
"Portuguese Bend Landslide Loop",2.8,636,"Loop",83,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Cold Creek Trail to High Meadows",6.7,1391,"Out & Back",67,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Mount Davidson Trail",1.5,433,"Loop",83,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers","EASY|EASY|EASY|EASY",4
"Keller Peak",12.5,2267,"Out & Back",64,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|rocky|snow","MODERATE|MODERATE|MODERATE|MODERATE",4
"Lake Marie Trail",6.4,1292,"Loop",75,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|lake|views|wildflowers|nodogs","EASY|EASY|EASY|EASY",4
"Nimitz Way Trail to Wildcat Creek Trail Loop",8.4,984,"Loop",93,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|trailrunning|walking|views|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Alhambra Creek Trail",2.4,574,"Loop",93,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|roadbiking|trailrunning|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Oakmont and Oakridge Trail",2,301,"Loop",94,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|hiking|horsebackriding|trailrunning|walking|views|bugs|oldgrowth","MODERATE|MODERATE|MODERATE|MODERATE",4
"Shoreline Lake",1.4,19,"Loop",95,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|wheelchairfriendly|kidfriendly|birding|hiking|mountainbiking|roadbiking|trailrunning|walking|views|wildlife|nodogs","EASY|EASY|EASY|EASY",4
"Elsmere Canyon and Santa Clarita Divide Road Trail",3.4,961,"Loop",93,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|waterfall|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Rubio Canyon Trail",1.8,800,"Out & Back",89,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|river|views|waterfall|wildflowers|wildlife|overgrown|rocky|scramble|washedout","MODERATE|MODERATE|MODERATE|MODERATE",3.5
"Cozy Dell Via Foothill Trail ",3.6,1187,"Loop",104,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views","MODERATE|MODERATE|MODERATE|MODERATE",4
"Mt. Wilson Toll Road Climb",25.5,7995,"Loop",32,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|mountainbiking|naturetrips|walking|forest|views|wildflowers|bugs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Ascot Hills Park Trail",2,547,"Loop",117,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|hiking|naturetrips|trailrunning|walking|views|wildflowers|noshade","MODERATE|MODERATE|MODERATE|MODERATE",4
"Glen Canyon Park Trail",1.9,305,"Loop",95,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers","EASY|EASY|EASY|EASY",4.5
"Mount Burdell Preserve Loop",5.1,1184,"Loop",97,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|noshade","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Coyote Peak and Ridge Trail Loop",3.8,705,"Loop",76,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|roadbiking|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Salmon Lake Trail",2.5,429,"Out & Back",55,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|snowshoeing|walking|lake|views","EASY|EASY|EASY|EASY",4.5
"Corriganville Park",1.7,275,"Loop",97,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers","EASY|EASY|EASY|EASY",4
"Minaret Lake",13.4,2437,"Out & Back",17,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|hiking|forest|lake|river|views|waterfall|wildflowers|wildlife|bugs|rocky","MODERATE|MODERATE|MODERATE|MODERATE",5
"Kortum Trail",8.9,931,"Out & Back",62,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|beach|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Jamison Lake",5.9,1069,"Out & Back",52,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|kidfriendly|backpacking|fishing|hiking|horsebackriding|trailrunning|forest|lake|river|views|waterfall|wildflowers|muddy|rocky|snow|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Bear Creek Canyon Trail",8.3,2319,"Out & Back",100,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|bugs|oldgrowth|overgrown|washedout|nodogs","HARD|HARD|HARD|HARD",4
"High Marsh Loop Trail",6.3,1148,"Loop",47,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|trailrunning|walking|river|views|waterfall|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"China Gulch Trail to Grizzly Lake",14.3,5137,"Out & Back",34,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|backpacking|camping|hiking|trailrunning|forest|lake|river|views|waterfall|wildlife|rocky|scramble|snow","HARD|HARD|HARD|HARD",4.5
"Coal Canyon Trail",5.5,636,"Out & Back",67,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|hiking|naturetrips|trailrunning|walking|river|views|waterfall|wildflowers|wildlife|bugs|muddy|overgrown|rocky|scramble|washedout|noshade|nodogs","EASY|EASY|EASY|EASY",3.5
"Thompson Creek Trail",4.4,334,"Out & Back",85,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers","EASY|EASY|EASY|EASY",4
"Cove to Lake Trail",6.6,915,"Out & Back",113,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|bugs|oldgrowth|overgrown|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Diemer Trail ",6.5,679,"Loop",75,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Hidden Beach and False Klamath Rock",7,1243,"Out & Back",30,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|trailrunning|walking|beach|forest|views|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"El Corte de Madera Creek - Resolution Trail",5.4,1256,"Loop",101,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|mountainbiking|naturetrips|walking|views|historicsite|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Las Llajas Trail",9.3,1722,"Loop",70,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|birding|hiking|horsebackriding|mountainbiking|naturetrips|walking|views|wildflowers|wildlife","HARD|HARD|HARD|HARD",4.5
"Moraga Steps",0.1,32,"Out & Back",49,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|hiking|walking|views|citywalk","EASY|EASY|EASY|EASY",4.5
"O'Melveny Park Loop to Mission Point",4.2,1437,"Loop",92,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Big Sycamore Canyon Trail",15.2,1003,"Out & Back",69,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|views|nodogs","EASY|EASY|EASY|EASY",4
"Devil's Kitchen Trail",4.6,616,"Out & Back",43,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|walking|forest|hotsprings|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Trans-Catalina Trail: From Avalon to Black Jack Camp",13.8,3339,"Point to Point",38,"HARD|HARD|HARD|HARD|PointtoPoint|PointtoPoint|PointtoPoint|backpacking|birding|camping|fishing|hiking|naturetrips|beach|views|wildflowers|wildlife|noshade|nodogs","HARD|HARD|HARD|HARD",4.5
"The Riser to Kaiser",9.9,3228,"Out & Back",70,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|hiking|forest|lake|views|wildflowers|wildlife|snow","HARD|HARD|HARD|HARD",4.5
"Manzanita Lake Loop",1.9,45,"Loop",70,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|camping|fishing|hiking|naturetrips|snowshoeing|trailrunning|walking|forest|lake|views|wildflowers|wildlife|bugs|nodogs","EASY|EASY|EASY|EASY",4.5
"Potem Falls Trail",0.4,98,"Out & Back",40,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|naturetrips|walking|forest|river|views|waterfall|wildflowers|wildlife|rocky","EASY|EASY|EASY|EASY",5
"Rodeo Beach to Hill 88",3.8,1023,"Out & Back",52,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|trailrunning|walking|beach|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Avery's Pond",2.7,249,"Loop",76,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogfriendly|kidfriendly|hiking|naturetrips|walking|lake|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"Brush Canyon: Brush Canyon Trail",2.8,725,"Out & Back",72,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|hiking|trailrunning|walking|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Westwood Hills Park",1.9,557,"Loop",98,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|hiking|naturetrips|trailrunning|walking|views|overgrown|washedout","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Bernal Heights Park Trail",1,104,"Loop",80,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogfriendly|wheelchairfriendly|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views","EASY|EASY|EASY|EASY",4.5
"Old Briones Road Trail",3,456,"Out & Back",79,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|horsebackriding|naturetrips|roadbiking|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Golden Spike, Bridle Trail, French Trail, West Ridge Trail Loop",7.1,1437,"Loop",80,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Sawtooth Pass Trail",10.6,4297,"Out & Back",23,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|rockclimbing|walking|forest|views|wildflowers|wildlife|rocky|scramble|snow|nodogs","HARD|HARD|HARD|HARD",5
"Agua Tibia Full Loop Trail",20.2,3871,"Loop",64,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|backpacking|birding|camping|hiking|naturetrips|trailrunning|views|wildflowers|wildlife|blowdown|overgrown","HARD|HARD|HARD|HARD",4.5
"Green Valley Trail",2.2,364,"Loop",62,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|roadbiking|trailrunning|walking|cave|views","EASY|EASY|EASY|EASY",4
"Natural Bridges to Lighthouse Field Loop",5.1,111,"Loop",64,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|hiking|naturetrips|trailrunning|walking|beach|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4
"Pine Creek and Wall Point Trail",4,695,"Loop",82,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|birding|camping|hiking|mountainbiking|naturetrips|trailrunning|walking|cave|forest|river|views|wildflowers|wildlife|bugs|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Arroyo, Old Spanish and Toyon Trail",3.5,692,"Loop",68,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Dool Trail to Middle Ridge Road to Meteor Trail to Sequoia Trail",6.1,1230,"Loop",54,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|camping|hiking|naturetrips|trailrunning|walking|forest|river|views|waterfall|wildlife|historicsite|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Snow Creek Falls Trail",20.2,5387,"Out & Back",29,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|backpacking|birding|camping|hiking|naturetrips|trailrunning|walking|forest|views|waterfall|wildflowers|wildlife|nodogs","HARD|HARD|HARD|HARD",4.5
"Kibbie Lake Trail",12,2204,"Loop",16,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|backpacking|camping|fishing|hiking|naturetrips|beach|forest|lake|river|views|wildflowers|wildlife|bugs|muddy|overgrown|nodogs","HARD|HARD|HARD|HARD",4.5
"Los Padres Trail and Vista Loop",3.3,541,"Loop",98,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Mount Wilson to First Water",3.4,1089,"Out & Back",70,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Redwood Trail",0.6,29,"Loop",44,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|walking|forest|views|wildflowers|wildlife|historicsite|nodogs","EASY|EASY|EASY|EASY",4.5
"Cliff Lake",9,1505,"Out & Back",49,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|camping|fishing|hiking|rockclimbing|forest|lake|river|bugs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Ladybug Camp Trail",7.2,1952,"Out & Back",63,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|kidfriendly|backpacking|birding|camping|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|river|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Folsom Trail",9.2,265,"Out & Back",52,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|river|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Cone Peak Summit Trail",3.5,1676,"Out & Back",33,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|walking|forest|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Antelope Loop Trail",5.5,593,"Loop",72,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Aztec Falls",1.3,239,"Out & Back",48,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|walking|forest|views|waterfall|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Simpson Park Trail",13.5,2011,"Loop",86,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|birding|hiking|mountainbiking|naturetrips|walking|views|wildflowers|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Fonts Point",7.9,547,"Out & Back",45,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|hiking|naturetrips|offroaddriving|views|nodogs","EASY|EASY|EASY|EASY",4.5
